,credit,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
1584,1,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15088,-2759,0,0,0,Laborers,2,-14
1585,1,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-12281,-1508,0,0,1,Unknown,2,-10
1586,1,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20152,1,0,1,0,No,2,-24
1587,1,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14935,-1753,0,1,0,Sales staff,3,-8
1588,1,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11140,-3807,1,0,0,Laborers,2,-9
1589,1,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16084,-1382,0,0,0,Laborers,4,-16
1590,1,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17067,-243,0,0,0,Drivers,3,-53
1591,0,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,0,0,0,Unknown,1,-39
1592,1,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19654,-1751,0,1,0,Unknown,2,-28
1593,1,F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-13536,-3580,0,0,0,Unknown,3,-16
1594,1,F,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-13549,-2877,0,1,0,Accountants,3,-29
1595,1,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22182,1,0,0,0,No,1,-45
1596,1,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19359,-775,0,0,0,Cooking staff,2,-58
1597,1,F,N,Y,1,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14408,-431,0,0,0,Accountants,2,-40
1598,1,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,0,0,0,Unknown,3,-5
1599,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-17782,-9975,0,0,0,Core staff,1,-22
1600,1,M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15565,-4004,1,1,0,Unknown,2,-38
1601,0,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21312,-10050,0,1,0,Laborers,4,-1
1602,1,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22302,1,0,0,0,No,2,-13
1603,1,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19317,-11542,0,0,0,Medicine staff,2,-55
1604,1,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942,-412,0,0,0,Drivers,2,-7
1605,1,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20123,1,0,0,0,No,2,-37
1606,1,F,N,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-20103,-1444,1,1,0,Waiters/barmen staff,2,-39
1607,0,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-15957,-3604,0,1,0,Unknown,2,-4
1608,1,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13805,-1557,0,0,0,Laborers,1,-29
1609,1,M,Y,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-16666,-4469,0,1,0,Laborers,3,-12
1610,1,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,-10937,-1539,0,0,0,High skill tech staff,4,-17
1611,0,F,Y,Y,1,135000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-12018,-2971,0,0,0,Unknown,3,-3
1612,1,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23646,1,0,0,0,No,1,-4
1613,0,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14312,-4480,1,1,0,Laborers,4,-2
1614,1,M,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20903,-308,0,0,0,Laborers,2,-7
1615,1,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16202,-2939,1,1,0,Managers,2,-21
1616,1,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17840,-1993,0,1,1,High skill tech staff,2,-48
1617,1,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-17562,-1261,0,0,0,Medicine staff,2,-20
1618,1,F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20037,-4929,0,1,0,Laborers,1,-25
1619,1,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16013,-4785,0,1,1,Unknown,5,-24
1620,1,M,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23647,1,0,1,0,No,2,-20
1621,1,M,Y,Y,1,261000.0,Commercial associate,Higher education,Married,House / apartment,-11928,-1325,0,0,0,Drivers,3,-20
1622,1,F,N,Y,0,157500.0,Pensioner,Higher education,Separated,House / apartment,-22640,1,0,0,0,No,1,-15
1623,0,M,Y,N,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-12836,-4856,1,0,0,Laborers,3,-32
1624,0,M,Y,N,0,326250.0,Commercial associate,Higher education,Married,House / apartment,-11770,-108,1,0,0,Managers,2,-22
1625,1,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22774,1,0,0,0,No,2,-40
1626,1,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15221,-553,0,0,0,Unknown,2,-7
1627,1,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10418,-2024,1,1,0,Laborers,2,-49
1628,1,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-18750,-536,0,0,0,Security staff,2,-49
1629,0,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-18473,-2531,0,1,0,Cooking staff,1,-6
1630,1,F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,-17752,-2380,1,1,0,Accountants,1,-39
1631,1,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23639,1,0,0,0,No,1,-47
1632,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,Office apartment,-11318,-3330,0,0,0,Managers,3,-18
1633,1,F,Y,Y,2,306000.0,Working,Secondary / secondary special,Married,House / apartment,-13061,-1555,0,0,0,Unknown,4,-38
1634,1,F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,-11426,-229,0,0,0,Sales staff,3,-10
1635,1,M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-21663,-8015,0,1,0,Core staff,2,-55
1636,1,M,Y,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15438,-4872,0,0,0,Drivers,5,-9
1637,1,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,-12374,-307,1,1,0,Core staff,2,-38
1638,1,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13805,-1557,0,0,0,Laborers,1,-6
1639,1,F,N,Y,1,117000.0,Working,Higher education,Married,House / apartment,-18989,-551,1,0,0,Cleaning staff,3,-8
1640,1,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778,1,0,1,0,No,1,-42
1641,1,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19488,-3119,1,0,0,Sales staff,2,-4
1642,1,F,Y,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20315,1,0,0,0,No,2,-28
1643,1,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,0,0,0,Core staff,2,-25
1644,1,F,N,N,2,76500.0,Working,Secondary / secondary special,Married,House / apartment,-15264,-3260,0,1,0,Sales staff,4,-37
1645,1,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19008,-3607,0,0,0,Managers,2,-46
1646,1,F,Y,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,-21452,1,0,0,0,No,2,-16
1647,1,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9154,-1051,0,1,0,Laborers,2,-10
1648,1,M,N,N,0,270000.0,State servant,Incomplete higher,Married,House / apartment,-9787,-1674,0,0,0,Unknown,2,-22
1649,1,F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-14137,-3552,0,0,1,Accountants,3,-22
1650,1,F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21531,1,0,0,0,No,2,-4
1651,1,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11912,-1749,0,0,0,High skill tech staff,2,-47
1652,1,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-20389,1,0,1,0,No,2,-35
1653,1,F,N,N,0,450000.0,Working,Higher education,Married,With parents,-20343,-1838,1,1,0,Unknown,2,-33
1654,1,F,N,N,2,90000.0,Working,Incomplete higher,Separated,House / apartment,-14407,-1619,1,0,0,Sales staff,3,-37
1655,1,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,0,0,0,Unknown,1,-42
1656,1,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17330,-962,0,1,0,Sales staff,2,-8
1657,1,F,Y,Y,1,560250.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12987,-2330,0,0,0,Sales staff,2,-39
1658,1,F,N,Y,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,-19896,-1574,1,0,0,High skill tech staff,2,-24
1659,0,F,N,Y,0,85500.0,Working,Secondary / secondary special,Separated,House / apartment,-21708,-15072,0,0,0,Unknown,1,-57
1660,1,F,N,Y,1,391500.0,Working,Higher education,Married,House / apartment,-14066,-3027,0,0,0,Unknown,3,-13
1661,1,M,Y,Y,0,238500.0,Pensioner,Secondary / secondary special,Married,Office apartment,-25152,1,0,0,0,No,2,-38
1662,1,M,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15401,-3878,0,1,0,Laborers,2,-8
1663,1,M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,-17843,-3353,1,0,0,Laborers,3,-13
1664,1,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,-17681,-4369,0,0,0,Medicine staff,1,-7
1665,1,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-14438,-2433,0,0,0,Managers,2,-25
1666,1,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17578,-1997,0,0,0,Laborers,2,-46
1667,1,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9941,-1990,0,0,0,Drivers,2,0
1668,1,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,0,0,Unknown,1,-8
1669,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19304,-1601,0,0,0,Sales staff,2,-20
1670,1,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16505,-1862,0,1,1,Core staff,3,-25
1671,1,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,0,0,0,Accountants,2,-38
1672,1,F,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14687,-786,0,0,0,Sales staff,3,-37
1673,1,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16891,-3332,1,1,0,Drivers,2,-38
1674,0,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17474,-1152,0,0,0,Laborers,2,-11
1675,0,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15208,-5313,0,0,0,Laborers,2,-14
1676,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,0,0,0,Core staff,1,-40
1677,1,F,N,N,0,112500.0,Working,Higher education,Married,House / apartment,-13876,-2016,1,1,0,Unknown,2,-23
1678,1,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,0,Drivers,1,-40
1679,1,F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,0,0,Core staff,3,-25
1680,1,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14636,-3850,0,0,0,Unknown,4,-15
1681,1,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12733,-3185,1,0,0,Drivers,2,-8
1682,1,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13417,-353,1,1,0,Accountants,2,-6
1683,1,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17706,-3043,0,1,0,Laborers,2,-24
1684,1,M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,0,0,0,Unknown,1,-43
1685,1,F,N,Y,2,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,0,0,0,Core staff,3,-15
1686,1,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20924,-1050,0,0,0,Cleaning staff,1,-60
1687,1,F,N,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11100,-3118,0,0,0,Accountants,3,-31
1688,0,M,Y,N,0,405000.0,Working,Higher education,Married,House / apartment,-18655,-3200,1,1,0,High skill tech staff,2,-26
1689,1,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,0,0,0,Cooking staff,2,-14
1690,1,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,-16641,-9988,1,1,0,Sales staff,2,-43
1691,1,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,1,0,0,0,No,2,-41
1692,1,F,Y,Y,2,67500.0,State servant,Higher education,Married,House / apartment,-11831,-3778,1,1,0,Core staff,4,-25
1693,1,F,Y,Y,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-12690,-4451,0,0,0,Cooking staff,4,-30
1694,1,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21610,1,0,1,0,No,2,-7
1695,1,F,N,N,0,135000.0,State servant,Higher education,Married,House / apartment,-18197,-4418,1,0,0,Accountants,2,-56
1696,1,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14058,-3694,0,0,0,Realty agents,3,-4
1697,1,M,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,With parents,-10317,-298,0,1,0,Unknown,3,-38
1698,1,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-12522,-613,1,0,0,Laborers,1,-7
1699,1,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-8655,-1067,0,1,1,Core staff,2,-15
1700,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15595,-3183,0,1,0,Laborers,2,-7
1701,0,F,Y,Y,0,185400.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23584,1,0,0,0,No,1,-55
1702,1,M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,With parents,-12149,-195,0,0,0,Drivers,4,-9
1703,1,F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,-12788,-531,1,1,0,Core staff,1,-21
1704,1,M,Y,Y,1,193500.0,Working,Secondary / secondary special,Married,House / apartment,-10439,-2250,1,0,0,Core staff,3,-40
1705,1,M,Y,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11511,-3611,0,0,0,High skill tech staff,3,-50
1706,1,F,Y,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-10679,-1195,0,0,0,Unknown,1,-34
1707,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-24449,-3056,0,1,0,Medicine staff,2,-37
1708,1,F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,0,0,0,Managers,2,-52
1709,1,F,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14840,-1539,0,0,0,Sales staff,3,-12
1710,1,M,N,Y,1,202500.0,State servant,Higher education,Married,House / apartment,-10756,-2355,0,0,0,Core staff,3,-28
1711,1,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-14023,-4280,1,0,0,Laborers,2,-31
1712,1,F,Y,Y,3,243000.0,Commercial associate,Higher education,Single / not married,Rented apartment,-23198,-1112,0,0,0,Managers,4,-5
1713,0,M,N,N,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-13040,-1223,1,0,0,Core staff,3,-42
1714,1,F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,0,0,0,Core staff,2,-50
1715,1,F,N,Y,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,0,0,0,Core staff,4,-17
1716,1,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10080,-735,1,0,0,Sales staff,3,-8
1717,1,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13682,-5460,1,1,0,Unknown,3,-37
1718,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20301,-3092,1,1,0,Managers,2,-38
1719,1,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461,-2134,0,0,0,Sales staff,1,-31
1720,1,F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12194,-2287,0,0,0,Sales staff,5,-17
1721,1,F,Y,Y,0,144000.0,Working,Higher education,Married,House / apartment,-8977,-307,0,1,0,Unknown,2,-23
1722,1,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,0,0,0,Medicine staff,2,-11
1723,1,F,N,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-19380,-5022,1,1,0,Laborers,2,-31
1724,1,F,N,N,1,202500.0,Commercial associate,Higher education,Separated,House / apartment,-15578,-7949,1,1,0,Unknown,2,-41
1725,0,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-9409,-1029,0,0,0,Laborers,2,-1
1726,1,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19398,-2166,0,0,0,Drivers,2,-17
1727,1,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,0,Drivers,1,-8
1728,1,F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19758,-1842,0,1,0,High skill tech staff,1,-7
1729,0,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21065,1,0,1,0,No,2,-23
1730,1,M,N,Y,0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18162,-4849,0,1,0,Laborers,2,-15
1731,1,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,0,0,Core staff,1,-13
1732,1,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12488,-3608,0,0,0,Security staff,4,-19
1733,1,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24060,1,0,0,0,No,2,-31
1734,1,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,0,1,0,Laborers,2,-58
1735,1,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21671,1,0,1,0,No,2,-4
